id,sku,short_description,price,list_price,discount,discount_rate,review_count,product_name,brand_id,brand_name
276388548,8862187347559,"Chúng ta nghĩ rằng mình là người ra quyết định lý trí, nhưng phần lớn lựa chọn hàng ngày lại đến từ những “phản ứng tự động” trong vô thức. Trong Tư Duy Nhanh Và Chậm, Daniel Kahneman – nhà tâm lý học...",208000,269000,61000,23,215,0.0,0.0,
275948240,9134834976118,"Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu.Khi thời đại luôn chuyển mình, bạn có từng tự hỏi: điều gì sẽ không bao giờ thay đổi? Và nếu biết được những điều bất biến đó,...",151400,219000,67600,31,42,0.0,0.0,
275406600,8268219402991,"Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu.Thế giới doanh nghiệp ngày nay không chỉ khốc liệt mà còn vô cùng phức tạp, nơi những quyết định sai lầm dễ dàng dẫn đến “thất bại thảm hại”. Điều này lý giải...",130700,195000,64300,33,87,0.0,0.0,
275362670,2645254774344,"Sakamoto Taro là sát thủ huyền thoại, khiến giới sát thủ vừa khiếp sợ nhưng cũng vừa ngưỡng mộ. Nhưng một ngày anh đã yêu, kết hôn và rửa tay gác kiếm...",40000,40000,0,0,52,0.0,0.0,
274363543,6778152837712,Con Đường Chẳng Mấy Ai Đi:Bạn có cảm thấy cuộc sống luôn đặt bạn vào những thử thách không thể né tránh?Bạn khao khát khám phá một con đường thực sự dẫn đến hạnh phúc và bình an bền vững?“Con Đường ...,112100,165000,52900,32,229,0.0,0.0,
274031576,1669326196919,TTACK ON TITAN KHÔNG CHỈ ĐƠN THUẦN CHỈ LÀ MỘT BỘ TRUYỆN TRANHĐÂY CÒN LÀ MỘT KIỆT TÁC MANGA CỦA THỜI ĐẠISỰ LÔI CUỐN CỦA NHỮNG CHUYẾN PHIÊU LƯUTÍNH HẤP DẪN TỪ NHỮNG TÌNH TIẾT BÍ ẨNNỖI BÀNG HOÀNG KHI...,43000,48000,5000,10,110,0.0,0.0,
273819808,3092195659088,"Dịch giả: Hoàng Thị Minh Phúc là dịch giả nổi bật tại Việt Nam, chủ yếu chuyển ngữ các cuốn sách thuộc thể loại tâm lý, tài chính và kỹ năng. Trong đó, cô là người dịch Tâm lý học về tiền (The Psych...",131600,189000,57400,30,3746,0.0,0.0,
271380890,2175212721938,"Đúng Việc - Một Góc Nhìn Về Câu Chuyện Khai Minh.Trong Đúng Việc – Một góc nhìn về câu chuyện khai minh, tác giả Giản Tư Trung khai mở một hành trình khai minh đầy suy ngẫm. “Đúng Việc” đề cập đến nh...",91600,125000,33400,27,964,0.0,0.0,
270234757,3344255524479,"Xứ Sở Miên ManGiới thiệu tác giảJun Phạm, tên thật là Phạm Duy Thuận, không chỉ được biết đến là một ca sĩ, diễn viên tài năng mà còn là một nhà văn trẻ đầy triển vọng. Anh từng là thành viên của n...",176000,220000,44000,20,154,0.0,0.0,
263070154,3183328469252,GIẢI MÃ HOÓC-MÔN DOPAMIN“Anna Lembke thật sự thấu hiểu trải nghiệm mà tôi thường nghe trong phòng trị liệu – nơi giao thoa giữa những cơn nghiện hiện đại và bản năng nguyên thủy của bộ não con người...,152460,198000,45540,23,309,0.0,0.0,
262590428,7899223661173,"Búp Sen XanhGiới thiệu tác giảNhà văn Sơn Tùng, sinh năm 1928 tại Diễn Châu, Nghệ An. Ông được Nhà nước phong tặng danh hiệu Anh hùng Lao động thời kì đổi mới, năm 2011. Ông là nhà văn Việt Nam với...",57600,72000,14400,20,263,0.0,0.0,
249875150,2270726656552,"Hai số phận.“Hai số phận. Hai con người sống hai thế giới khác biệt. Nhưng định mệnh đã dẫn họ đến cùng một kết thúc đầy kịch tính.”Cùng sinh ra trong một ngày, tại hai nửa thế giới hoàn toàn khác b...",145000,255000,110000,43,195,0.0,0.0,
207946236,9068350882681,"GIỚI THIỆU SỔ Sổ tay xé 2022 là dòng sổ đặc trưng do 1980 Books sản xuất, để gửi tặng đến quý độc giả thân yêu đã và đang ủng hộ chúng mình. Sản phẩm được thiết kế với những gam màu rực rỡ cùng hình...",49000,49000,0,0,0,0.0,0.0,
202879294,7387168030853,Một vài câu nói nổi tiếng của Fredrik Backman:“People don’t change. They just get better at hiding who they really are.”Con người không thay đổi. Họ chỉ ngày càng giỏi hơn trong việc che giấu con ng...,134000,160000,26000,16,457,0.0,0.0,
195291930,7386322561468,"BỐN THỎA ƯỚC. Bí quyết sống tự do, bình an, hạnh phúc giữa thế giới bất địnhDon Miguel Ruiz - Hậu duệ của người Toltec cổ xưaBạn có đang sống theo những quy tắc bạn không tự chọn?Có khi nào bạn cảm...",100100,130000,29900,23,266,0.0,0.0,
170708233,2330392359694,"“Habits are the compound interest of self-improvement. The same way that money multiplies through compound interest, the effects of your habits multiply as you repeat them. They seem to make little d...",149000,189000,40000,21,873,0.0,0.0,
161008715,9112392882091,"Power Vs Force - Trường Năng Lượng Và Những Nhân Tố Quyết Định Hành Vi Của Con Người.Tại sao có những con người chỉ cần xuất hiện đã truyền cảm hứng và sức mạnh, trong khi kẻ khác lại tạo ra sự hỗn l...",137600,179000,41400,23,591,0.0,0.0,
140416370,7822684494840,"“FLOW - DÒNG CHẢY”.Cuốn sách “Flow – Dòng Chảy”, xuất bản lần đầu năm 1990, là kết tinh công trình nghiên cứu cả đời của nhà tâm lý học Mihaly Csikszentmihalyi. Sứ mệnh của cuốn sách là đưa bạn vào “...",174400,228000,53600,24,774,0.0,0.0,
107026335,4387297995161,"Ngày dự kiến có hàng : 15/11/2024Trắng xóa nhòa ranh giới của các thể loại, làm mờ lằn ranh giữa tự truyện và văn chương – trở thành một trong những tác phẩm đặc biệt và riêng tư nhất của Han Kang.T...",70000,79000,9000,11,14,0.0,0.0,
101782486,3118886931216,"Đã bao giờ bạn ngồi xuống để làm việc và sau đó, không hề nhận ra mình lại kết thúc bằng việc dành một (vài) tiếng đồng hồ lướt Youtube, Facebook, tin tức? Tất cả chúng ta đều đã từng làm vậy. Có vẻ...",107700,159000,51300,32,320,0.0,0.0,
74021317,5977911599303,“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng số một tác phẩm kinh điển của Brazil.”- Booklist“Một cách nhìn cuộc sống gần như hoàn chỉnh t...,91400,108000,16600,15,657,0.0,0.0,
71345381,2019473448712,"Sách Thay Đổi Cuộc Sống Với Nhân Số Học.Bạn có bao giờ thắc mắc vì sao một số người dễ dàng tìm thấy hướng đi trong cuộc sống, trong khi người khác loay hoay mãi vẫn bế tắc?Trong nhịp sống hiện đại,...",170400,248000,77600,31,5293,0.0,0.0,
56609155,1196220485440,"""HUYỀN THOẠI BẮT ĐẦU…Hy Lạp vào thời hoàng kim của các anh hùng. Patroclus là một hoàng tử trẻ vụng về, bị trục xuất tới vương quốc Phthia và được nuôi dạy dưới sự che chở của vua Peleus cùng cậu con...",135500,156000,20500,13,199,0.0,0.0,
52789367,5279951395588,"Sơ lược về tác phẩmTất cả những trải nghiệm trong chuyến phiêu du theo đuổi vận mệnh của mình đã giúp Santiago thấu hiểu được ý nghĩa sâu xa nhất của hạnh phúc, hòa hợp với vũ trụ và con người.Tiểu ...",70000,79000,9000,11,1016,0.0,0.0,
42230121,3098193178849,"Hiểu Về Trái Tim – Cuốn Sách Mở Cửa Thề Giới Cảm Xúc Của Mỗi NgườiXuất bản lần đầu tiên vào năm 2011, Hiểu Về Trái Tim trình làng cũng lúc với kỷ lục: cuốn sách có số lượng in lần đầu lớn nhất: 100....",138900,158000,19100,12,3728,0.0,0.0,
13419678,9065228641221,"Đi Tìm Lẽ Sống.Bạn có bao giờ tự hỏi: điều gì giúp con người sống tiếp, ngay cả khi mọi thứ tưởng chừng đã mất?Giữa nỗi đau khổ, nơi không còn đất diễn cho hy vọng, có thứ duy nhất con người vẫn giữ...",70400,88000,17600,20,2517,0.0,0.0,
3954355,3044489264000,"Yêu Những Điều Không Hoàn Hảo.“Không phải điều gì hoàn hảo cũng đáng yêu, nhưng chính sự không hoàn hảo lại khiến trái tim ta mở ra…”Cuốn sách Yêu Những Điều Không Hoàn Hảo (tựa gốc: Love for Imperf...",135200,169000,33800,20,4062,0.0,0.0,
1647103,5065948649037,"Bà Ngoại Tôi Gửi Lời Xin Lỗi.“Mỗi đứa trẻ đều cần một người tin rằng chúng là siêu anh hùng. Với Elsa, đó là bà ngoại.”Elsa, một cô bé bảy tuổi khác biệt, chỉ có duy nhất một người bạn thân là... bà...",154000,190000,36000,19,108,0.0,0.0,
545049,2613990330163,"Vu Lan Bàn Về Lý Luận Của Việc Siêu Độ Vu lan bàn về lý luận của việc siêu độ Tháng Bảy âm lịch là tháng cô hồn. Rất nhiều quỷ quái trong âm gian địa phủ xuất hiện ở nhân gian. Vì vậy, trong tháng n...",6600,7000,400,6,1,0.0,0.0,
278229572,2484581106642,Trương Lê rất đỗi bất ngờ khi hay tin quốc vương còn có một người chị gái tên là Mimi - cái tên mà hắn đã tự giới thiệu với cậu. Vì tò mò nên Trương Lê đã tiếp cận Kaba để đào sâu thêm thông tin về vị...,152150,179000,26850,15,8,0.0,0.0,
278227594,7873509777023,"Có lẽ, khi đã yêu thương thật lòng, chuyện tình cảm không còn là điều có thể giấu cho riêng mình.Từ khoảnh khắc những người thân thiết nhất của Trần Dã biết về mối quan hệ giữa cậu và Lục Tuần, đến n...",148000,185000,37000,20,7,0.0,0.0,
278160056,6783703183323,"Chính vì biết quá nhiều về lịch sử mà Vegapunk phải trả giá bằng việc tính mạng của ông trở thành đích nhắm cho CPO!! Một mặt ông đành cậy nhờ sự giúp đỡ của nhóm Luffy để cùng thoát khỏi đảo, nhưng m...",29400,30000,600,2,9,0.0,0.0,
277992334,2517357404946,"Một tác phẩm điều tra sâu sắc, đưa ra góc nhìn khác biệt về mặt trái của cuộc cách mạng công nghệ xanh và số hóa.Viết bởi Guillaume Pitron - nhà báo, đạo diễn phim tài liệu và tác giả người Pháp, chu...",191700,248000,56300,23,13,0.0,0.0,
277599506,5892845051131,"Đôi mắt của Mona.“Người ta có thể nhìn thấy thế giới khác đi, chỉ bằng cách nhìn lâu hơn vào một bức tranh…”Trong mùa hè cuối cùng khi còn có thể nhìn thấy ánh sáng, cô bé Mona,được ông nội , một ng...",260260,338000,77740,23,11,0.0,0.0,
277412034,1221590090926,"""Lời Thì Thầm Trong Tổ Ấm"" là một cuốn sách song ngữ Anh-Việt, giúp người đọc cải thiện kỹ năng tiếng Anh thông qua việc đọc song ngữ. Nội dung sách tập trung vào những câu chuyện gia đình, tình cảm...",198000,198000,0,0,35,0.0,0.0,
276823777,3114584614308,"Tại sao có những quốc gia giàu có và ổn định, trong khi nhiều nước khác lại chìm trong đói nghèo, xung đột và bất ổn? Phải chăng nguyên nhân đến từ văn hóa, khí hậu, tài nguyên hay chính sách? Cuốn sá...",243000,310000,67000,22,52,0.0,0.0,
276659602,6400576746486,"Giới thiệu“Yoma”, một thực thể quái vật chuyên ăn nội tạng và đội lốt chính nạn nhân của chúng để trà trộn vào nhân gian. Sau quãng thời gian dài không thể phản kháng, cuối cùng đã xuất hiện một tổ c...",36000,36000,0,0,36,0.0,0.0,
276379811,5838801762651,"Tóm tắt nội dungVới mục đích trở thành kẻ đứng đầu của trường Fuurin, Sakura Haruka đã chuyển đến khu phố Tonpuu. Sau đó, cậu biết được về băng nhóm ""Boufuurin"" của trường. Dù họ là học sinh ...",39500,45000,5500,12,29,0.0,0.0,
276159943,4586901579152,"Nội dung chính của sách NEXUS – Lược sử của những mạng lưới thông tin từ thời đại Đồ đá đến Trí tuệ nhân tạo của Yuval Noah Harari :Harari quay lại với một tác phẩm sâu sắc, khám phá hành trình tiến...",251300,325000,73700,23,177,0.0,0.0,
275702538,3188639955884,"Trong thời đại mà trí tuệ nhân tạo đang ngày càng đóng vai trò quan trọng trong công việc và cuộc sống, khả năng khai thác hiệu quả các công cụ như ChatGPT trở thành một lợi thế lớn. “Chat GPT Thực Ch...",111100,169000,57900,34,191,0.0,0.0,
275599939,5207908422455,"Sưởi Ấm Mặt Trời""Zezé, cậu bé tinh nghịch siêu hạng đồng thời cũng đáng yêu bậc nhất ngày ngào giờ đã thoát khỏi cuộc sống nghèo khó, cũng không còn phải chịu cảnh bị đánh đập thường xuyên như trong ...",140800,160000,19200,12,1,0.0,0.0,
275243138,9291427813589,"Như bạn có thể thấy, chìa khóa để trở thành một người có tư duy phản biện tốt chính là sự tự nhận thức. Bạn cần phải đánh giá trung thực những điều trước đây bạn nghĩ là đúng, cũng như quá trình suy n...",100000,139000,39000,28,4840,0.0,0.0,
274797526,6402346458838,"Cuốn sách bao gồm: 11 chương giúp bạn nắm được những kiến thức để trở thành người sơ cấp cứu, giúp đỡ được bản thân và những người xung quanh khi gặp những tai nạn thương tích. Chủ đề 1: Trở thành ngư...",207500,250000,42500,17,36,0.0,0.0,
273717706,8689851415957,"Khi không thể tìm kiếm được hạnh phúc, chúng ta thường có xu hướng tin rằng cuộc sống con người được sắp đặt bởi số phận. Có những người sinh ra đã ở vạch đích; còn cuộc sống chúng ta thì chỉ toàn là ...",95450,129000,33550,26,82,0.0,0.0,
273407953,8650845298561,THÔNG TIN TÁC PHẨMTên tác phẩm: Combo 2 Cuốn : Những tâm thư gửi chính mình + Những lá thư du hành thời gianTác giả: Bưu điện giấc mơThương Hiệu: SBOOKSNhà xuất bản: NXB Văn HọcNăm xuất bản: 202...,169000,276000,107000,39,2,0.0,0.0,
272367381,3590196690787,"TRỐN LÊN MÁI NHÀ ĐỂ KHÓCBản Đặc BIệt Tặng Kèm Sổ Thơ + Bookmark.“Đôi khi ta cần một mái nhà trong tim để khóc thật to, giữa bầu trời và ký ức không ai thấy.”Trốn Lên Mái Nhà Để Khóc là tập tản văn ...",76000,95000,19000,20,136,0.0,0.0,
271379451,8865080400814,"LÝ THUYẾT TRÒ CHƠI.Bạn có từng cảm thấy mọi quyết định trong đời như một ván cờ, cần tính toán kỹ lưỡng mỗi bước đi? Trong thế giới đầy cạnh tranh và tương tác phức tạp, bạn có hiểu được luật chơi đa...",120700,179000,58300,33,472,0.0,0.0,
271118010,3495798974223,GIAO TIẾP BẤT BẠO ĐỘNG (Nonviolent Communication)Cuốn sách này khám phá một phương pháp giao tiếp mang tính cách mạng: từ bỏ cách nói phán xét để hướng tới lắng nghe chân thành và thể hiện nhu cầu bả...,106500,155000,48500,31,132,0.0,0.0,
270114030,1361592162849,BIẾN MỌI THỨ THÀNH TIỀN - Quyển 1 và 2 của tác giả Nguyễn Anh Dũng là những chia sẻ rất sâu sắc của tác giả về tư duy và phương pháp để tạo ra dòng tiền lâu dài và bền vững dựa trên nền tảng của việc ...,170000,276000,106000,38,98,0.0,0.0,
261982682,6845440232938,"Có tới 90 % dân số thế giới đang bị thừa glucose – nhưng hầu hết đều không biết điều đó. Chúng ta còn không biết rằng chính tình trạng này đang âm thầm gây nên các triệu chứng như thèm ăn, mệt mỏi, vô...",107000,158000,51000,32,102,0.0,0.0,
247446852,6496607658349,"SỨC HÚT CỦA PHỤ NỮ LÀ SỰ ĐIỀM TĨNHĐâu là sự hấp dẫn toát lên từ một người phụ nữ hiện đại? Là ngoại hình quyến rũ hay là sự dịu dàng, điềm tĩnh? Khí chất của họ nằm ở sự độc lập tự chủ về mọi mặt và ...",86950,119000,32050,27,72,0.0,0.0,
229714486,7156829803875,Giải Trí Đến Chết Bạn có từng tự hỏi vì sao giải trí ngày càng chiếm lĩnh mọi ngóc ngách cuộc sống và khiến chúng ta trở nên mất tập trung? Cuốn sách này sẽ mở ra cánh cửa cảnh báo về tương lai của t...,120000,179000,59000,33,105,0.0,0.0,
220665663,2013812569154,"30 TUỔI - MỌI THỨ CHỈ MỚI BẮT ĐẦU.“Bởi vì, ba mươi tuổi mọi thứ chỉ mới bắt đầu. Đừng sợ đau khổ. Tất cả những khổ đau phải trải qua ở tuổi đôi mươi đều là món quà của cuộc sống.”Tuổi 30 thường được...",108000,135000,27000,20,153,0.0,0.0,
204000450,3562415822158,"Combo Sách Giáo Trình Chuẩn HSK 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn) (Tái bản 2023)1. Giáo Trình Chuẩn HSK 1 - Sách Bài TậpĐược chia thành 6 cấp độ với tổng cộng 18 cuốn,Giáo trình chuẩn HSKcó...",288300,356000,67700,19,95,0.0,0.0,
195545304,1251680635532,"Trong xã hội thông tin hiện đại, sự im lặng không còn là vàng nữa, nếu không biết cách giao tiếp thì dù là vàng cũng sẽ bị chôn vùi. Trong cuộc đời một con người, từ xin việc đến thăng tiến, từ tình y...",85000,130000,45000,35,148,0.0,0.0,
194960730,3853955433686,"Nỗi buồn chiến tranh.“Chiến tranh là vết thương không gì hàn gắn được – nỗi buồn sẽ sống lâu hơn niềm tự hào chiến thắng…”Nỗi buồn chiến tranh khởi sinh từ ký ức hậu chiến của Kiên, một cựu binh Bắc...",110000,130000,20000,15,320,0.0,0.0,
190335975,6939903082631,"Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản)Giới thiệu tác giảPhùng Quán là một trong những nhà văn nổi tiếng của Việt Nam, được biết đến với những tác phẩm chân t...",124800,160000,35200,22,145,0.0,0.0,
187827003,2245106018034,"Nhiều người trong chúng ta tin rằng cuộc đời của ta bắt đầu từ lúc chào đời và kết thúc khi ta chết. Chúng ta tin rằng chúng ta tới từ cái Không, nên khi chết chúng ta cũng không còn lại gì hết. Và ch...",88000,110000,22000,20,1859,0.0,0.0,
184419723,2765004286434,Sapiens là một câu chuyện lịch sử lớn về nền văn minh nhân loại – cách chúng ta phát triển từ xã hội săn bắt hái lượm thuở sơ khai đến cách chúng ta tổ chức xã hội và nền kinh tế ngày nay.Trong ấn bả...,211400,299000,87600,29,418,0.0,0.0,
177487151,5835196593336,"Nếu Biết Trăm Năm Là Hữu Hạn.“Nếu đã biết trăm năm là hữu hạn, cớ gì ta không sống thật sâu…”""Nếu Biết Trăm Năm Là Hữu Hạn"" là tập 40 tản văn do Phạm Lữ Ân, bút danh chung của vợ chồng Phạm Công Luậ...",137000,159000,22000,14,263,0.0,0.0,
168662171,9634570108901,"Lời nói đầuLần đầu tiên, nỗi buồn, thậm chí cái chết được mô tả một cách không khoan nhượng trong văn học thiếu nhi Việt Nam. Đằng sau lại thắm đẫm tình yêu, sự cảm thông và lòng trắc ẩn. Cuốn sách đ...",61000,75000,14000,19,187,0.0,0.0,
145288029,5282892978499,"Xứ Cát.“Hãy để cơn bão sa mạc dạy bạn rằng nỗi sợ không phải để tránh né, mà để vượt qua từng bước.”Tương lai rất xa, nhân loại sống theo chế độ phong kiến giữa các vì sao. Paul Atreides, con trai t...",199200,249000,49800,20,1426,0.0,0.0,
107802188,4008140282594,"""Ai cũng có một cuộc sống, ai cũng làm việc cần cù, ai cũng ước mơ được thành công, nhưng không mấy ai may mắn học được cách tư duy độc đáo và tầm nhìn của những tỷ phú lừng danh đã tiết lộ trong cuốn...",89300,108000,18700,17,47,0.0,0.0,
85923342,6024807140371,"Cơ thể được xây đắp bởi đồ ăn thức uống hàng ngày, nguồn năng lượng cho chúng ta hoạt động cũng từ đó. Vì vậy, hiểu biết Minh triết trong Ăn uống của phương Đông là điều vô cùng cần thiết. Tác giả Ngô...",134400,168000,33600,20,273,0.0,0.0,
75996801,5752748934868,"Ngài Willy Wonka là người sản xuất sôcôla lạ lùng nhất, kì quái nhất và cũng phi thường nhất trên thế giới này!Chuyến phiêu lưu kì thú của Charlie Bucket bắt đầu khi cậu bé tìm thấy một chiếc Vé Vàng...",57000,60000,3000,5,23,0.0,0.0,
55319105,9806315321486,"Robert Greene, tác giả rất được ưa chuộng do New York Times bình chọn của các tác phẩm 48 nguyên tắc chủ chốt của quyền lực; 33 chiến lược của chiến tranh; Nghệ thuật quyến rũ; Ng...",264000,300000,36000,12,197,0.0,0.0,
50322710,9545013579590,"48 Nguyên Tắc Chủ Chốt Của Quyền Lực.Bạn có từng tự hỏi tại sao những người có ảnh hưởng lớn luôn nắm giữ quyền lực một cách tinh tế?Quyền lực không chỉ là sự thống trị, mà còn là khả năng quan sát,...",163000,200000,37000,19,967,0.0,0.0,
10005245,2496196333059,Đàn Ông Sao Hỏa Đàn Bà Sao Kim.Bạn có thường cảm thấy đối phương chẳng hiểu mình nói gì?Bạn muốn tình yêu vững bền nhưng không biết làm sao để giao tiếp hiệu quả hơn?Hiểu biết về giới tính giúp chún...,149000,188000,39000,21,4225,0.0,0.0,
4780917,3342656016576,"Người Đua Diều.“Có những ký ức, dù ta chôn vùi sâu đến đâu, cũng đủ sức làm trái tim ta thức dậy giữa đêm khuya và gọi tên mình.”Cuộc đời của Amir, cậu bé Pashtun giàu có ở Kabul những năm 1970, là ...",103200,129000,25800,20,2711,0.0,0.0,
278165395,9929075715382,"Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng"" (Tập 13 - tập cuối).Tập cuối đưa mạch chính của series lên đỉnh điểm khi chiến tranh toàn diện giữa nhân loại mới và Đế quốc nổ ra. Leon ...",127200,159000,31800,20,13,0.0,0.0,
278089762,2990357834074,"Trong hơn một thế kỷ qua, thế giới đã nhiều lần chứng kiến các cuộc khủng hoảng tài chính khiến thị trường chao đảo, nền kinh tế suy thoái và hàng triệu người mất việc làm, tài sản. “Đại địa chấn kinh...",150400,188000,37600,20,2,0.0,0.0,
278059479,4408500259916,"Bạn đã bao giờ cảm thấy bế tắc trong suy nghĩ của chính mình? Đó là những thời điểm, bạn đưa ra quyết định hành động với niềm tin rằng đó là lựa chọn đúng đắn, nhưng sau đó, khi mọi thứ sụp đổ, bạn n...",137400,179000,41600,23,13,0.0,0.0,
278035545,5409667088101,"TƯ DUY ĐẦU TƯ – TIỀN ĐẺ RA TIỀNTác giả: JL CollinsKhông cần hiểu hết các thuật ngữ phức tạp hay theo dõi biến động từng phút của thị trường, bạn vẫn có thể đầu tư hiệu quả – miễn là bạn nắm vững tư d...",160300,239000,78700,33,6,0.0,0.0,
278011249,9716982252929,"Cuốn sách “Hồi ức đến tương lai” của Giáo sư Trần Văn Thọ là một tập hợp những bài báo chính luận, ghi chép và tùy bút đầy trăn trở, giàu cảm xúc, được ông chắt lọc, cập nhật và bổ sung trong nhiều n...",192700,289000,96300,33,13,0.0,0.0,
277997247,6243451821991,"Nội dung sách:Năm 1940, William, 12 tuổi, Edmund, 11 tuổi và Anna, 9 tuổi, lại tiếp tục mất đi người bà đã chăm sóc chúng kể từ khi bố mẹ chúng qua đời. Thực lòng, chúng không cảm thấy quá đau buồn t...",120000,179000,59000,33,5,0.0,0.0,
277938216,5903348463402,"Làm thế nào để sống một cuộc đời thật sự ""giàu có""? Không chỉ là giàu vật chất, mà còn giàu cảm xúc, giàu giá trị, giàu tinh thần. Trong cuốn Sống cuộc đời giàu có nhất của bạn, Robin Sharma – bậc thầ...",160000,200000,40000,20,11,0.0,0.0,
277770425,5135233071781,"Đây là cuốn hồi ký của bà Nguyễn Thị Bình, nguyên Phó Chủ tịch nước, nữ Bộ trưởng Ngoại giao đầu tiên, Trưởng đoàn đàm phán của Chính phủ Cách mạng Lâm thời Cộng hòa miền Nam Việt Nam tại Hòa đàm Par...",151000,159000,8000,5,1,0.0,0.0,
277361862,9878130509349,"KỸ THUẬT ĐẶT CÂU LỆNH CHO CHATGPT – Neil DaggerChatGPT là một công cụ mạnh mẽ, nhưng khả năng của nó phụ thuộc gần như hoàn toàn vào cách người dùng đặt câu lệnh. Nói cách khác: ChatGPT không thông m...",121600,179000,57400,32,18,0.0,0.0,
276922095,5870044247876,"Thế Hệ Lo Âu.Bạn có bao giờ suy nghĩ rằng mọi tiếng cười, trò đùa của tuổi thơ đang được thay thế bằng màn hình vô tri? Thế Hệ Lo Âu sẽ cho bạn thấy chiếc điện thoại và mạng xã hội đang dần “tắt tiến...",155600,229000,73400,32,40,0.0,0.0,
276833162,2230170121233,"Chuyện Con Mèo Dạy Hải Âu Bay (Tái Bản 2019)Giới thiệu tác giảSinh năm 1949 tại Chile, Luis Sepúlveda đã trải qua những năm tháng đầy biến động dưới chế độ độc tài của Augusto Pinochet. Chính những ...",48000,60000,12000,20,2806,0.0,0.0,
